"Warna","TDS","Kekeruhan","Suhu","E. Coli","Total Koliform","Fluorida","Total Kromium","Nitrit","Nitrat","Sianida","Aluminium","Besi","Kesadahan","Khlorida","Mangan","pH","Seng","Sulfat","Tembaga","Amonia","Zat Organik","Karbondioksida Bebas","Alkalinitas Total","Label"
"1","","0.78","25","0","0","0","0.04","0.005","0.4","0.006","0","0.01","49.4","7.4","0.031","7.14","0.04","20","0.02","0","1.9","8.8","39","Layak Diminum"
"2","","0.79","25","0","0","0","0.05","0.005","0.44","0.016","0.059","0.03","63.7","7.7","0.047","7.12","0.04","18","0.04","0","1.6","11.88","37.5","Layak Diminum"
"2","","0.68","25","0","0","0","0.05","0.005","0.48","0.006","0","0.01","65.6","7.6","0.008","7.08","0.07","20","0.01","0","1.6","9.68","40.5","Layak Diminum"
"2","","0.92","26","0","0","0","0.04","0.007","0.46","0.008","0.004","0","64.6","6.9","0.002","7.11","0.05","20","0.01","0","1.9","12.76","40.5","Layak Diminum"
"1","","0.96","26","0","0","0","0.02","0.008","0.51","0.006","0.012","0.01","64.6","7.8","0.012","7.16","0.05","17","0.02","0","1.9","11","41","Layak Diminum"
"2","","1.16","26","0","0","0","0.01","0.005","0.51","0.008","0.014","0.02","64.6","7.5","0.001","7.11","0.04","19","0.03","0","2.2","8.36","40.5","Layak Diminum"
"1","","1.08","26","0","0","0","0.01","0.005","0.78","0.005","0.018","0.02","64.6","7.8","0.034","7.14","0.04","17","0.04","0","2.2","10.56","38.5","Layak Diminum"
"1","","1.21","26","0","0","0","0.04","0.004","0.47","0.004","0.01","0.04","66.5","8.5","0.052","7.08","0.1","17","0.01","0","2.2","8.36","38","Layak Diminum"
"1","","1.04","26","0","0","0","0.01","0.004","0.54","0.004","0.005","0.02","70.3","6.4","0.1","7.07","0.07","15","0.05","0","1.9","10.12","40","Layak Diminum"
"1","","1.21","26","0","0","0","0.04","0.007","0.69","0.005","0.045","0.06","64.6","7","0.006","7.04","0.15","17","0.05","0","2.2","9.68","38.5","Layak Diminum"
"1","","1.06","26","0","0","0","0.05","0.005","0.26","0.006","0.1","0.09","64.6","6.5","0.018","7.16","0.08","19","0.03","0","1.6","9.68","38","Layak Diminum"
"2","","1.41","26","0","0","0","0.04","0.005","0.37","0.005","0.04","0.1","66.5","6.5","0.064","7.16","0.06","32","0.04","0","1.9","7.92","39.5","Layak Diminum"
"2","","1.22","26","0","0","0","0.05","0.006","0.39","0.005","0.013","0.02","64.6","6.8","0.011","7.18","0.03","30","0.03","0","2.2","9.68","40","Layak Diminum"
"1","","1.12","26","0","0","0.24","0.02","0.004","0.05","0.008","0","0.03","58.6","5.2","0.035","7.11","0.03","19","0.02","0","0.9","21.56","29","Layak Diminum"
"1","","1.3","26","0","0","0.24","0.02","0.006","0.08","0.003","0","0.01","64.6","5.5","0.007","7.09","0.04","17","0","0","0.9","17.6","33.5","Layak Diminum"
"1","","1.02","26","0","0","0.28","0.01","0.003","0.04","0.005","0","0.01","66.7","5","0.01","7.08","0.04","16","0","0","0.9","14.08","34","Layak Diminum"
"1","","1.11","25","0","0","0.3","0.01","0.003","0.02","0.002","0","0.02","62.6","4.3","0.006","7.08","0.04","12","0","0","0.6","9.68","36","Layak Diminum"
"2","","1.23","26","0","0","0.16","0.01","0.005","0.02","0.006","0.043","0.06","40.4","3.3","0.027","6.93","0.04","11","0.01","0","0.9","11","23.5","Layak Diminum"
"2","","1.24","23","0","0","0.15","0.02","0.01","0.01","0.004","0.054","0.08","44.4","3.9","0.03","6.94","0.03","12","0","0","1.2","8.36","23.5","Layak Diminum"
"1","","1.3","23","0","0","0.15","0.02","0.004","0.01","0.011","0.072","0.11","42.4","3.2","0.012","6.97","0.04","13","0.01","0","3.6","8.8","23.5","Layak Diminum"
"1","","1.04","25","0","0","0.14","0.02","0.004","0.02","0.005","0.026","0.05","48.5","3","0.075","6.93","0.04","13","0","0","1.5","10.12","23","Layak Diminum"
"1","","1.01","26","0","0","0.18","0.01","0.004","0.02","0.003","0.135","0.06","42.4","3.2","0.031","6.96","0.12","13","0","0","2.1","7.48","22","Layak Diminum"
"2","","0.92","26","0","0","0.05","0.02","0.006","0.02","0.006","0.069","0.03","68.7","22.5","0","7.11","0.11","26","0.01","0","6.5","7.92","51","Layak Diminum"
"1","","1.49","26","0","0","0.06","0.05","0.007","0.02","0.004","0.051","0.01","74.7","5","0","7.02","0.05","3","0","0","7.1","9.24","55","Layak Diminum"
"1","","1.19","26","0","0","0.09","0.05","0.005","0.02","0.006","0.071","0.04","68.7","21.3","0.006","7.16","0.03","23","0.01","0","6.2","6.16","50.5","Layak Diminum"
"2","","1.18","25","0","0","0.01","0.03","0.004","0.02","0.009","0.074","0.04","67.7","22.3","0.003","7.16","0.06","27","0","0","6.5","7.48","52","Layak Diminum"
"2","","1.1","26","0","0","0.35","0.04","0.006","0.42","0.008","0.046","0.02","70","7.3","0.001","7.11","0.07","17","0.02","0.01","3.9","8.8","40.5","Layak Diminum"
"2","","1.15","25","0","0","0.12","0.03","0.005","0.55","0.004","0.024","0.13","68","6.4","0.003","7.1","0.06","18","0.02","0.01","2.4","10.56","39.5","Layak Diminum"
"1","","1.23","25","0","0","0.11","0.05","0.015","0.52","0.004","0.003","0.05","72","5.6","0","7.14","0","19","0.02","0","2.7","8.36","40","Layak Diminum"
"2","","1.17","25","0","0","0.12","0.05","0.008","0.42","0.004","0.003","0.06","72","5.7","0.004","7.09","0.09","17","0.02","0","2.7","7.04","39.5","Layak Diminum"
"1","","1.16","25","0","0","0.13","0.05","0.012","0.52","0.004","0.003","0.25","68","6.1","0","7.1","0.09","17","0.02","0.01","2.4","6.16","39","Layak Diminum"
"1","","1.2","26","0","0","0.13","0.04","0.006","0.49","0.004","0.001","0.05","68","5.1","0","7.14","0.11","17","0.02","0.01","1.8","5.72","39.5","Layak Diminum"
"1","","1.18","25","0","0","0.09","0.02","0.014","0.56","0.003","0.012","0.05","70","5.7","0.018","7.07","0.13","17","0.01","0","1.8","7.04","38.5","Layak Diminum"
"1","","1.13","25","0","0","0.12","0.02","0.008","0","0.004","0.043","0.05","70","5.8","0.001","7.11","0.13","17","0.01","0.01","2.1","7.04","38","Layak Diminum"
"1","","1.08","25","0","0","0.13","0.02","0.006","0.62","0.004","0.018","0.06","72","6.2","0.001","7.1","0.16","19","0.07","0.01","2.4","5.28","38.5","Layak Diminum"
"2","","0.58","26","0","0","0.14","0.03","0.014","0.33","0.003","0.025","0.05","68","5.4","0.014","7.13","0.16","18","0.13","0.01","3","7.92","40","Layak Diminum"
"2","","0.54","26","0","0","0.13","0.02","0.007","0.57","0.012","0.005","0.06","72","5.9","0.003","7.1","0.09","18","0.03","0.01","2.7","7.04","39.5","Layak Diminum"
"1","","0.46","26","0","0","0.13","0.02","0.007","0.56","0.007","0.003","0.05","72","6.4","0","7.11","0.12","17","0.15","0","1.8","6.16","39","Layak Diminum"
"1","","0.44","26","0","0","0.15","0.02","0.007","0.3","0.004","0.01","0.06","68","6.2","0.001","7.14","0.1","18","0.01","0.01","2.4","7.04","41","Layak Diminum"
"1","217","1.5","24","0","0","0.11","0.01","0.012","0.04","0.002","0.022","0.02","53.5","7.5","0.016","6.95","0.06","10","0.02","0.12","2.1","22.0","46.0","Layak Diminum"
"2","220","1.44","24","0","0","0.10","0.02","0.016","0.04","0.003","0.025","0.03","41.6","7.0","0.017","7.24","0.07","9","0.02","0.06","2.4","2.6","18.0","Layak Diminum"
"2","218","1.53","24","0","0","0.09","0.02","0.018","0.06","0.002","0.021","0.05","43.6","6.9","0.016","7.30","0.07","14","0.02","0.12","2.4","2.6","18.0","Layak Diminum"
"2","216","1.48","24","0","0","0.08","0.01","0.018","0.06","0.002","0.014","0.06","43.6","6.9","0.012","7.22","0.04","15","0.02","0.15","1.5","4.4","20.0","Layak Diminum"
"2","215","1.51","24","0","0","0.07","0.02","0.025","0.05","0.003","0.027","0.08","41.6","6.6","0.014","7.28","0.06","21","0.03","0.08","2.1","4.4","22.0","Layak Diminum"
"1","78.5","0.92","24","0","0","0.07","0.03","0.023","0.05","0.002","0.014","0.07","45.5","7.1","0.018","7.33","0.06","18","0.03","0.08","2.7","3.5","18.0","Layak Diminum"
"2","79.2","0.95","24","0","0","0.04","0.01","0.026","0.04","0.002","0.020","0.06","49.5","7.2","0.009","7.16","0.06","13","0.03","0.07","2.1","6.2","20.0","Layak Diminum"
"2","78.8","0.97","24","0","0","0.05","0.01","0.021","0.06","0.004","0.016","0.05","49.5","6.1","0.008","7.28","0.04","15","0.02","0.04","2.7","5.3","24.0","Layak Diminum"
"2","77.5","0.94","24","0","0","0.06","0.01","0.020","0.06","0.002","0.013","0.05","47.5","7.1","0.009","7.30","0.04","14","0.02","0.07","1.5","5.3","20.0","Layak Diminum"
"1","91.2","1.13","24","0","0","0.08","0.02","0.019","0.07","0.003","0.015","0.06","49.5","7.0","0.014","7.35","0.04","19","0.01","0.11","2.4","6.2","22.0","Layak Diminum"
"2","90.4","1.18","24","0","0","0.09","0.01","0.014","0.07","0.002","0.018","0.08","45.5","4.3","0.007","6.87","0.06","19","0.02","0.08","2.4","35.2","12.0","Layak Diminum"
"2","93.5","1.13","26","0","0","0.06","0.02","0.027","0.08","0.002","0.022","0.07","45.5","4.7","0.008","6.93","0.08","21","0.03","0.13","1.2","31.7","14.0","Layak Diminum"
"2","93","1.15","25","0","0","0.09","0.02","0.025","0.09","0.002","0.021","0.08","45.5","4.1","0.006","6.98","0.06","17","0.03","0.06","2.7","30.8","13.0","Layak Diminum"
"2","84.3","1.22","25","0","0","0","0.05","0.006","0.39","0.005","0.013","0.02","64.6","6.8","0.011","7.18","0.03","30","0.03","0","2.2","9.68","40","Layak Diminum"
"1","86.4","1.25","25","0","0","0.24","0.02","0.004","0.05","0.008","0","0.03","58.6","5.2","0.035","7.11","0.03","19","0.02","0","0.9","21.56","29","Layak Diminum"
"2","87.2","1.23","25","0","0","0.24","0.02","0.006","0.08","0.003","0","0.01","64.6","5.5","0.007","7.09","0.04","17","0","0","0.9","17.6","33.5","Layak Diminum"
"2","82.5","1.26","25","0","0","0.28","0.01","0.003","0.04","0.005","0","0.01","66.7","5","0.01","7.08","0.04","16","0","0","0.9","14.08","34","Layak Diminum"
"2","88","1.21","25","0","0","0.11","0.05","0.015","0.52","0.004","0.003","0.05","72","5.6","0","7.14","0","19","0.02","0","2.7","8.36","40","Layak Diminum"
"2","75.6","0.62","22","0","0","0.12","0.05","0.008","0.42","0.004","0.003","0.06","72","5.7","0.004","7.09","0.09","17","0.02","0","2.7","7.04","39.5","Layak Diminum"
"1","151","0.19","24","0","0","0","0.04","0.004","0.33","0.004","0.021","0.01","63.7","8","0.004","7.16","0.06","20","0.03","0","1.9","17.16","41","Layak Diminum"
"1","156","0.25","24","0","0","0","0.03","0.004","0.33","0.005","0.03","0","46.6","7.2","0.004","7.18","0.08","19","0.03","0","1.6","5.72","40.5","Layak Diminum"
"2","154","0.25","24","0","0","0","0.04","0.005","0.58","0.004","0.015","0.05","83.6","7.5","0.005","7.16","0.05","19","0.03","0","1.6","16.28","41","Layak Diminum"
"1","252","0.59","26","0","0","0","0.02","0.006","0.4","0.007","0.01","0.02","83.6","8.3","0.006","7.16","0.01","18","0.02","0","1.9","11.44","39","Layak Diminum"
"1","164","0.92","25","0","0","0","0.04","0.005","0.4","0.006","0","0.01","49.4","7.4","0.031","7.14","0.04","20","0.02","0","1.9","8.8","39","Layak Diminum"
"2","166","0.91","25","0","0","0","0.05","0.005","0.44","0.016","0.059","0.03","63.7","7.7","0.047","7.12","0.04","18","0.04","0","1.6","11.88","37.5","Layak Diminum"
"1","167","0.92","25","0","0","0","0.05","0.005","0.48","0.006","0","0.01","65.6","7.6","0.008","7.08","0.07","20","0.01","0","1.6","9.68","40.5","Layak Diminum"
"1","157","0.96","25","0","0","0","0.04","0.007","0.46","0.008","0.004","0","64.6","6.9","0.002","7.11","0.05","20","0.01","0","1.9","12.76","40.5","Layak Diminum"
"2","155","1.01","25","0","0","0","0.02","0.008","0.51","0.006","0.012","0.01","64.6","7.8","0.012","7.16","0.05","17","0.02","0","1.9","11","41","Layak Diminum"
"2","158","1.02","25","0","0","0","0.01","0.005","0.51","0.008","0.014","0.02","64.6","7.5","0.001","7.11","0.04","19","0.03","0","2.2","8.36","40.5","Layak Diminum"
"2","156","0.96","25","0","0","0","0.01","0.005","0.78","0.005","0.018","0.02","64.6","7.8","0.034","7.14","0.04","17","0.04","0","2.2","10.56","38.5","Layak Diminum"
"1","150","0.93","25","0","0","0","0.04","0.004","0.47","0.004","0.01","0.04","66.5","8.5","0.052","7.08","0.1","17","0.01","0","2.2","8.36","38","Layak Diminum"
"1","147","0.94","25","0","0","0","0.01","0.004","0.54","0.004","0.005","0.02","70.3","6.4","0.1","7.07","0.07","15","0.05","0","1.9","10.12","40","Layak Diminum"
"1","146","0.91","25","0","0","0","0.04","0.007","0.69","0.005","0.045","0.06","64.6","7","0.006","7.04","0.15","17","0.05","0","2.2","9.68","38.5","Layak Diminum"
"1","148","0.92","25","0","0","0","0.05","0.005","0.26","0.006","0.1","0.09","64.6","6.5","0.018","7.16","0.08","19","0.03","0","1.6","9.68","38","Layak Diminum"
"1","146","1.02","25","0","0","0","0.04","0.005","0.37","0.005","0.04","0.1","66.5","6.5","0.064","7.16","0.06","32","0.04","0","1.9","7.92","39.5","Layak Diminum"
"2","201","0.84","25","0","0","0","0.05","0.006","0.39","0.005","0.013","0.02","64.6","6.8","0.011","7.18","0.03","30","0.03","0","2.2","9.68","40","Layak Diminum"
"2","199","0.81","25","0","0","0.24","0.02","0.004","0.05","0.008","0","0.03","58.6","5.2","0.035","7.11","0.03","19","0.02","0","0.9","21.56","29","Layak Diminum"
"1","181","0.94","25","0","0","0.24","0.02","0.006","0.08","0.003","0","0.01","64.6","5.5","0.007","7.09","0.04","17","0","0","0.9","17.6","33.5","Layak Diminum"
"1","216","0.7","25","0","0","0.28","0.01","0.003","0.04","0.005","0","0.01","66.7","5","0.01","7.08","0.04","16","0","0","0.9","14.08","34","Layak Diminum"
"1","210","0.7","25","0","0","0.3","0.01","0.003","0.02","0.002","0","0.02","62.6","4.3","0.006","7.08","0.04","12","0","0","0.6","9.68","36","Layak Diminum"
"2","216","0.55","25","0","0","0.16","0.01","0.005","0.02","0.006","0.043","0.06","40.4","3.3","0.027","6.93","0.04","11","0.01","0","0.9","11","23.5","Layak Diminum"
"1","74","0.21","20","0","0","0.01","0.03","0.002","0.04","0.002","0.02","0.02","44.2","5","0.016","7.16","0.05","5","0.03","0.02","1.3","32.03","16.8","Layak Diminum"
"1","76.4","0.22","21","0","0","0.01","0.04","0.002","0.02","0.001","0.01","0.05","47.9","4.8","0.009","7.14","0.09","2","0.01","0.02","1.2","28.34","15.8","Layak Diminum"
"2","75.6","0.26","21","0","0","0.03","0.02","0.003","0.01","0.002","0.02","0.01","47.7","4.7","0.019","7.17","0.04","2","0.01","0.02","1.5","32.03","17.8","Layak Diminum"
"2","72.4","0.23","20","0","0","0.02","0.01","0.002","0.04","0.001","0.04","0.02","48.3","5.3","0.009","7.19","0.03","4","0.01","0.01","1","28.69","19.6","Layak Diminum"
"1","74.1","0.2","20","0","0","0.02","0.02","0.002","0.03","0.002","0.04","0.04","49.1","5.2","0.015","7.2","0.03","3","0.02","0.03","1.5","30.45","15.6","Layak Diminum"
"1","150","0.8","26","0","0","0.03","0.02","0.002","0.01","0.001","0.02","0.02","48.7","4.8","0.016","7.09","0.05","3","0.02","0.01","1.8","33.62","18.2","Layak Diminum"
"2","157","0.74","26","0","0","0.02","0.04","0.003","0.02","0.001","0.02","0.01","47.7","5.1","0.015","7.06","0.08","3","0.01","0.02","2","30.45","15.8","Layak Diminum"
"1","148","0.71","26","0","0","0.02","0.02","0.004","0.04","0.002","0.06","0.01","46.1","4.5","0.012","7.11","0.06","4","0.01","0.03","1.9","34.5","16.2","Layak Diminum"
"2","150","0.81","26","0","0","0.04","0.02","0.001","0.03","0.001","0.02","0.02","45.3","4.8","0.016","7.14","0.04","5","0.02","0.01","1.7","33.09","17.2","Layak Diminum"
"2","151","0.73","25","0","0","0.02","0.04","0.002","0.02","0.002","0.02","0.06","4.63","4.7","0.016","7.1","0.02","7","0.01","0.02","2","31.5","16.6","Layak Diminum"
"1","145","0.55","24","0","0","0.01","0.02","0.004","0.02","0.001","0.06","0.03","4.51","4.5","0.012","7.16","0.06","2","0.02","0.02","1.7","32.03","16.8","Layak Diminum"
"1","151","0.56","24","0","0","0","0.02","0.005","0.04","0.004","0.01","0.02","101.9","2.2","0.112","7.16","0.05","1","0","0","0.3","13.64","102.5","Layak Diminum"
"2","147","0.56","24","0","0","0","0.02","0.006","0.05","0.005","0.01","0.02","101.9","2.3","0.113","7.09","0.03","1","0.01","0","0.3","11","96","Layak Diminum"
"1","151","0.67","24","0","0","0","0.02","0.004","0.52","0.003","0.05","0.1","70.6","5.9","0","7.12","0.03","18","0","0","1.2","6.16","38","Layak Diminum"
"2","146","0.54","24","0","0","0.05","0.02","0.005","0.36","0.005","0","0.08","64.7","6.3","0","7.19","0","17","0","0","0.3","5.28","38.5","Layak Diminum"
"1","142","0.67","24","0","0","0","0.02","0.008","0.52","0.003","0.03","0.05","66.6","5.8","0","7.16","0.02","14","0","0","2.7","5.72","38.5","Layak Diminum"
"1","141","0.6","24","0","0","0","0.02","0.005","0.82","0.002","0.06","0.29","66.6","5.6","0","7.04","0.02","18","0","0","0.9","4.84","38","Layak Diminum"
"1","140","0.73","24","0","0","0","0.02","0.004","0.61","0.004","0.022","0.25","66.6","5.9","0","7.06","0.02","18","0","0","0.9","4.84","38.5","Layak Diminum"
"2","142","0.84","24","0","0","0.06","0.02","0.006","0.35","0.004","0.037","0.15","66.6","5.9","0","7.14","0.02","16","0","0","1.2","6.16","37.5","Layak Diminum"
"1","92.6","0.92","25","0","0","0","0.02","0.003","0.49","0.013","0.038","0.08","64.7","5.8","0","7.16","0.02","16","0.02","0","1.2","6.6","39","Layak Diminum"
"1","96.8","0.83","25","0","0","0","0.03","0.006","0.36","0.007","0.072","0.29","68.6","6.5","0","7.08","0.01","15","0","0","0.9","5.72","37.5","Layak Diminum"
"2","90.3","0.91","25","0","0","0","0.04","0.005","0.4","0.006","0","0.01","49.4","7.4","0.031","7.14","0.04","20","0.02","0","1.9","8.8","39","Layak Diminum"
"2","91.3","0.92","25","0","0","0","0.05","0.005","0.44","0.016","0.059","0.03","63.7","7.7","0.047","7.12","0.04","18","0.04","0","1.6","11.88","37.5","Layak Diminum"
"1","94.2","0.91","25","0","0","0","0.05","0.005","0.48","0.006","0","0.01","65.6","7.6","0.008","7.08","0.07","20","0.01","0","1.6","9.68","40.5","Layak Diminum"
"1","96.4","0.88","25","0","0","0","0.04","0.007","0.46","0.008","0.004","0","64.6","6.9","0.002","7.11","0.05","20","0.01","0","1.9","12.76","40.5","Layak Diminum"
"1","94.3","0.87","25","0","0","0","0.02","0.008","0.51","0.006","0.012","0.01","64.6","7.8","0.012","7.16","0.05","17","0.02","0","1.9","11","41","Layak Diminum"
"1","97.2","0.96","25","0","0","0","0.01","0.005","0.51","0.008","0.014","0.02","64.6","7.5","0.001","7.11","0.04","19","0.03","0","2.2","8.36","40.5","Layak Diminum"
"1","94.2","0.9","25","0","0","0","0.01","0.005","0.78","0.005","0.018","0.02","64.6","7.8","0.034","7.14","0.04","17","0.04","0","2.2","10.56","38.5","Layak Diminum"
"2","94.8","0.92","25","0","0","0","0.04","0.004","0.47","0.004","0.01","0.04","66.5","8.5","0.052","7.08","0.1","17","0.01","0","2.2","8.36","38","Layak Diminum"
"1","94.3","0.86","25","0","0","0","0.01","0.004","0.54","0.004","0.005","0.02","70.3","6.4","0.1","7.07","0.07","15","0.05","0","1.9","10.12","40","Layak Diminum"
"2","93.8","0.85","25","0","0","0","0.04","0.007","0.69","0.005","0.045","0.06","64.6","7","0.006","7.04","0.15","17","0.05","0","2.2","9.68","38.5","Layak Diminum"
"2","97","0.84","25","0","0","0","0.05","0.005","0.26","0.006","0.1","0.09","64.6","6.5","0.018","7.16","0.08","19","0.03","0","1.6","9.68","38","Layak Diminum"
"2","93.4","0.9","25","0","0","0","0.04","0.005","0.37","0.005","0.04","0.1","66.5","6.5","0.064","7.16","0.06","32","0.04","0","1.9","7.92","39.5","Layak Diminum"
"1","94.2","0.92","25","0","0","0","0.05","0.006","0.39","0.005","0.013","0.02","64.6","6.8","0.011","7.18","0.03","30","0.03","0","2.2","9.68","40","Layak Diminum"
"2","92.8","0.9","25","0","0","0.24","0.02","0.004","0.05","0.008","0","0.03","58.6","5.2","0.035","7.11","0.03","19","0.02","0","0.9","21.56","29","Layak Diminum"
"1","93.6","0.97","25","0","0","0.24","0.02","0.006","0.08","0.003","0","0.01","64.6","5.5","0.007","7.09","0.04","17","0","0","0.9","17.6","33.5","Layak Diminum"
"1","95.4","0.89","25","0","0","0.28","0.01","0.003","0.04","0.005","0","0.01","66.7","5","0.01","7.08","0.04","16","0","0","0.9","14.08","34","Layak Diminum"
"1","95.2","0.84","25","0","0","0.3","0.01","0.003","0.02","0.002","0","0.02","62.6","4.3","0.006","7.08","0.04","12","0","0","0.6","9.68","36","Layak Diminum"
"1","94.4","0.86","25","0","0","0.16","0.01","0.005","0.02","0.006","0.043","0.06","40.4","3.3","0.027","6.93","0.04","11","0.01","0","0.9","11","23.5","Layak Diminum"
"2","94.2","0.82","25","0","0","0.01","0.03","0.002","0.04","0.002","0.02","0.02","44.2","5","0.016","7.16","0.05","5","0.03","0.02","1.3","32.03","16.8","Layak Diminum"
"2","96.4","0.96","25","0","0","0.03","0.02","0.002","0.01","0.001","0.02","0.02","48.7","4.8","0.016","7.09","0.05","3","0.02","0.01","1.8","33.62","18.2","Layak Diminum"
"1","201","0.84","25","0","0","0.02","0.04","0.003","0.02","0.001","0.02","0.01","47.7","5.1","0.015","7.06","0.08","3","0.01","0.02","2","30.45","15.8","Layak Diminum"
"1","198","0.92","25","0","0","0.02","0.02","0.004","0.04","0.002","0.06","0.01","46.1","4.5","0.012","7.11","0.06","4","0.01","0.03","1.9","34.5","16.2","Layak Diminum"
"1","75.4","0.28","25","0","0","0.04","0.02","0.001","0.03","0.001","0.02","0.02","45.3","4.8","0.016","7.14","0.04","5","0.02","0.01","1.7","33.09","17.2","Layak Diminum"
"2","448","0.67","25","0","0","0.02","0.04","0.002","0.02","0.002","0.02","0.06","4.63","4.7","0.016","7.1","0.02","7","0.01","0.02","2","31.5","16.6","Layak Diminum"
"1","445","0.55","25","0","0","0.01","0.02","0.004","0.02","0.001","0.06","0.03","4.51","4.5","0.012","7.16","0.06","2","0.02","0.02","1.7","32.03","16.8","Layak Diminum"
"1","451","0.72","25","0","0","0","0.02","0.005","0.04","0.004","0.01","0.02","101.9","2.2","0.112","7.16","0.05","1","0","0","0.3","13.64","102.5","Layak Diminum"
"1","440","0.65","25","0","0","0","0.02","0.006","0.05","0.005","0.01","0.02","101.9","2.3","0.113","7.09","0.03","1","0.01","0","0.3","11","96","Layak Diminum"
"1","442","0.68","25","0","0","0","0.02","0.004","0.52","0.003","0.05","0.1","70.6","5.9","0","7.12","0.03","18","0","0","1.2","6.16","38","Layak Diminum"
"1","438","0.6","25","0","0","0.05","0.02","0.005","0.36","0.005","0","0.08","64.7","6.3","0","7.19","0","17","0","0","0.3","5.28","38.5","Layak Diminum"
"2","445","0.61","25","0","0","0","0.02","0.008","0.52","0.003","0.03","0.05","66.6","5.8","0","7.16","0.02","14","0","0","2.7","5.72","38.5","Layak Diminum"
"2","195","1.05","24","0","0","0","0.02","0.005","0.82","0.002","0.06","0.29","66.6","5.6","0","7.04","0.02","18","0","0","0.9","4.84","38","Layak Diminum"
"1","193","1.08","24","0","0","0","0.02","0.004","0.61","0.004","0.022","0.25","66.6","5.9","0","7.06","0.02","18","0","0","0.9","4.84","38.5","Layak Diminum"
"2","190","1.11","24","0","0","0.06","0.02","0.006","0.35","0.004","0.037","0.15","66.6","5.9","0","7.14","0.02","16","0","0","1.2","6.16","37.5","Layak Diminum"
"2","124","0.84","22","0","0","0","0.02","0.003","0.49","0.013","0.038","0.08","64.7","5.8","0","7.16","0.02","16","0.02","0","1.2","6.6","39","Layak Diminum"
"1","126","0.76","22","0","0","0","0.03","0.006","0.36","0.007","0.072","0.29","68.6","6.5","0","7.08","0.01","15","0","0","0.9","5.72","37.5","Layak Diminum"
"2","128","0.8","22","0","0","0","0.04","0.005","0.4","0.006","0","0.01","49.4","7.4","0.031","7.14","0.04","20","0.02","0","1.9","8.8","39","Layak Diminum"
"1","130","0.82","22","0","0","0","0.05","0.005","0.44","0.016","0.059","0.03","63.7","7.7","0.047","7.12","0.04","18","0.04","0","1.6","11.88","37.5","Layak Diminum"
"2","73.9","0.96","22","0","0","0","0.05","0.005","0.48","0.006","0","0.01","65.6","7.6","0.008","7.08","0.07","20","0.01","0","1.6","9.68","40.5","Layak Diminum"
"2","74.5","0.96","22","0","0","0","0.04","0.007","0.46","0.008","0.004","0","64.6","6.9","0.002","7.11","0.05","20","0.01","0","1.9","12.76","40.5","Layak Diminum"
"2","76.4","0.94","22","0","0","0.02","0.02","0.004","0.04","0.002","0.06","0.01","46.1","4.5","0.012","7.11","0.06","4","0.01","0.03","1.9","34.5","16.2","Layak Diminum"
"1","76.1","0.94","22","0","0","0.04","0.02","0.001","0.03","0.001","0.02","0.02","45.3","4.8","0.016","7.14","0.04","5","0.02","0.01","1.7","33.09","17.2","Layak Diminum"
"1","79.2","0.97","23","0","0","0.02","0.04","0.002","0.02","0.002","0.02","0.06","4.63","4.7","0.016","7.1","0.02","7","0.01","0.02","2","31.5","16.6","Layak Diminum"
"1","215","0.2","25","0","0","0.01","0.02","0.004","0.02","0.001","0.06","0.03","4.51","4.5","0.012","7.16","0.06","2","0.02","0.02","1.7","32.03","16.8","Layak Diminum"
"2","209","0.25","25","0","0","0","0.02","0.005","0.04","0.004","0.01","0.02","101.9","2.2","0.112","7.16","0.05","1","0","0","0.3","13.64","102.5","Layak Diminum"
"2","219","0.35","25","0","0","0","0.02","0.006","0.05","0.005","0.01","0.02","101.9","2.3","0.113","7.09","0.03","1","0.01","0","0.3","11","96","Layak Diminum"
"2","215","0.28","25","0","0","0","0.02","0.004","0.52","0.003","0.05","0.1","70.6","5.9","0","7.12","0.03","18","0","0","1.2","6.16","38","Layak Diminum"
"2","221","0.21","25","0","0","0.05","0.02","0.005","0.36","0.005","0","0.08","64.7","6.3","0","7.19","0","17","0","0","0.3","5.28","38.5","Layak Diminum"
"1","215","0.23","25","0","0","0","0.02","0.008","0.52","0.003","0.03","0.05","66.6","5.8","0","7.16","0.02","14","0","0","2.7","5.72","38.5","Layak Diminum"
"2","62.3","0.65","25","0","0","0","0.02","0.005","0.82","0.002","0.06","0.29","66.6","5.6","0","7.04","0.02","18","0","0","0.9","4.84","38","Layak Diminum"
"1","59.4","0.72","25","0","0","0","0.02","0.004","0.61","0.004","0.022","0.25","66.6","5.9","0","7.06","0.02","18","0","0","0.9","4.84","38.5","Layak Diminum"
"1","58.3","0.49","25","0","0","0.06","0.02","0.006","0.35","0.004","0.037","0.15","66.6","5.9","0","7.14","0.02","16","0","0","1.2","6.16","37.5","Layak Diminum"
"1","58.7","0.65","25","0","0","0","0.02","0.003","0.49","0.013","0.038","0.08","64.7","5.8","0","7.16","0.02","16","0.02","0","1.2","6.6","39","Layak Diminum"
"2","60.9","0.73","25","0","0","0","0.03","0.006","0.36","0.007","0.072","0.29","68.6","6.5","0","7.08","0.01","15","0","0","0.9","5.72","37.5","Layak Diminum"
"2","62.1","0.82","25","0","0","0.39","0.03","0.006","0.54","0.004","0.081","0.11","64.7","6","0","7.25","0.02","17","0","0","1.8","6.6","40","Layak Diminum"
